"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"""OUR trade in 1991 was worth USD 8.36 billion, while last year, it reached more than USD 685.28 billion, an 82-fold… https://t.co/XpDh8HaAJe",FALSE,2,NA,2021-11-22 13:57:01,TRUE,NA,"1462782171513376773",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"PRESIDENT Joko Widodo acknowledged the fact that partnership between #ASEANChina dating back 30 years had yielded s… https://t.co/q7zca4F7hf",FALSE,1,NA,2021-11-22 13:53:06,TRUE,NA,"1462781186971815939",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IwanKamah",1,FALSE,FALSE,NA,NA
"""THE PEOPLE'S Republic of China has become ASEAN'S largest trading partner for the past 12 years"", said President J… https://t.co/830XSrHqqH",FALSE,1,NA,2021-11-22 13:34:00,TRUE,NA,"1462776379414487043",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"Road to World Superbike 2021.
#IndonesiaMaju #Jokowi #sirkuitmandalika https://t.co/j2xziLhNLK",FALSE,1,NA,2021-11-21 09:01:05,FALSE,NA,"1462345311196631052",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Citralokadwipa",0,FALSE,FALSE,NA,NA
"Road to World Superbike 2021!
#IndonesiaMaju #Jokowi #sirkuitmandalika https://t.co/bGbdvNZg5n",FALSE,1,NA,2021-11-21 08:56:59,FALSE,NA,"1462344275811704838",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Citralokadwipa",0,FALSE,FALSE,NA,NA
"GENERAL Andika (56) replaced  Marshall Hadi Tjahjanto as Commander of Indonesian Army, who is entering retirement a… https://t.co/l2a9946z5O",FALSE,0,NA,2021-11-21 01:59:32,TRUE,NA,"1462239221079367683",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","MerahPubis",0,FALSE,FALSE,NA,NA
"MINISTER Enviro't and Forestry Siti Nurbaya stated the gov't prepared 6 nursery centers in 2020 (in West Java, East… https://t.co/VOnDFQlsvK",FALSE,1,NA,2021-11-20 16:05:07,TRUE,NA,"1462089633248940035",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"GOV'T of Indonesia is aiming at pushing for roughly 30 nursery centers within the next 3 years. ""I also be pushing… https://t.co/LBVQHWUmsC",FALSE,0,NA,2021-11-20 15:52:00,TRUE,NA,"1462086334256877568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"PRESIDENT Joko Widodo said Indonesia planned to construct more nursery centers by pressuring palm oil and mining co… https://t.co/JwpXQjEKjc",FALSE,2,NA,2021-11-20 15:20:59,TRUE,NA,"1462078526287269897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"PRESIDENT Joko Widodo rode golf cart with 5 ambassadors: Sung Yong Kim (US), Owen Jenkins (UK), Cameron McKay (Cana… https://t.co/ElX4F17Z4W",FALSE,0,NA,2021-11-20 15:00:08,TRUE,NA,"1462073281406590980",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"INDONESIA'S President Joko Widodo checked directly at Rumpin Seed Source and Nursery Center (RSSNC) in Rumpin Distr… https://t.co/gPDnzszVb4",FALSE,1,NA,2021-11-20 14:39:11,TRUE,NA,"1462068007312650243",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"""#Indonesia will be able to contribute more quickly to the world’s #netzero #emissions. The question is, how big is… https://t.co/UcyYhHMcTU",FALSE,2,NA,2021-11-20 10:00:20,TRUE,NA,"1461997834018959361",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","theaseanpost",0,FALSE,FALSE,NA,NA
"#Jokowi vows to 'fight in any way' #EU lawsuit over nickel export ban

@jokowi

#Indonesia #Business #Mining… https://t.co/OzzAazpRdP",FALSE,0,NA,2021-11-20 05:39:44,TRUE,NA,"1461932250233143300",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","InfoblazeID",0,FALSE,FALSE,NA,NA
"#Jokowi vows to 'fight in any way' #EU lawsuit over nickel export ban

@jokowi

#Indonesia #Business #Mining… https://t.co/6oHXBUWq09",FALSE,0,NA,2021-11-20 05:39:38,TRUE,NA,"1461932224945659906",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","infoblazesea",0,FALSE,FALSE,NA,NA
"Road to World Superbike XXI, Race Control, Power House, Medical Centre.
#Jokowi 
#IndonesiaMaju https://t.co/kuq71fzFJL",FALSE,0,NA,2021-11-19 14:27:17,FALSE,NA,"1461702624432906247",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndoMaju_",0,FALSE,FALSE,NA,NA
"Road to World Superbike XXI, Pit Building. 
#Jokowi 
#IndonesiaMaju https://t.co/HM6wWQZK3Q",FALSE,0,NA,2021-11-19 14:23:42,FALSE,NA,"1461701724758962178",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndoMaju_",0,FALSE,FALSE,NA,NA
"Road to World Superbike XXI, Mandalika Internasional Street Circuit, 19-21 November 2021.
#Jokowi 
#IndonesiaMaju https://t.co/KiWIbcQx70",FALSE,0,NA,2021-11-19 14:20:59,FALSE,NA,"1461701038340132868",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndoMaju_",0,FALSE,FALSE,NA,NA
"Road to World Superbike XXI, Curb Painting. 
#Jokowi 
#IndonesiaMaju https://t.co/Iee76QL9Gy",FALSE,1,NA,2021-11-19 14:17:05,FALSE,NA,"1461700059402104835",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndoMaju_",0,FALSE,FALSE,NA,NA
"GN/GM for all ☕ 
#drawing on paper
#NFTs
#nftart
#NFTCommmunity
#mypresident 
#Indonesia 🇮🇩
#jokowi https://t.co/PWzzBySYvf",FALSE,5,NA,2021-11-19 13:05:48,FALSE,NA,"1461682117910228994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrawingMagicArt",0,FALSE,FALSE,NA,NA
"BEEN WARNING EVERNYONE TO SELL BTC 
- NO ONE LISTENS 👋
@elonmusk
@cz_binance
@BTC_Archive
@VitalikButerin… https://t.co/DnSkXN2PK5",FALSE,2,NA,2021-11-19 02:36:33,TRUE,NA,"1461523763669860358",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marshallid21",1,FALSE,FALSE,NA,NA
"RT @IwanKamah: PRESIDENT Joko Widodo swore in 12 new ambassadors on Wednesday, Nov 17, 2021 at Istana Negara. Among the latest batch of env…",FALSE,0,NA,2021-11-18 10:30:02,FALSE,NA,"1461280532482781185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firmannurzaman",1,TRUE,FALSE,NA,NA
"PRESIDENT Joko Widodo swore in 12 new ambassadors on Wednesday, Nov 17, 2021 at Istana Negara. Among the latest bat… https://t.co/ybNx0pkpm6",FALSE,3,NA,2021-11-18 10:16:44,TRUE,NA,"1461277184664825857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",1,FALSE,FALSE,NA,NA
"RT @IwanKamah: PRESIDENT Joko Widodo of Indonesia inaugurated Lieut Gen. Dudung Abdurachman as Chief of Staff of the Army at Istana Negara,…",FALSE,0,NA,2021-11-18 10:05:55,FALSE,NA,"1461274461433335814",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firmannurzaman",1,TRUE,FALSE,NA,NA
"RT @IwanKamah: INDONESIA'S President Joko Widodo inaugurated Maj. Gen. Suharyanto as new head of the Nat'l Disaster Mitigation Agency (BNPB…",FALSE,0,NA,2021-11-18 10:05:39,FALSE,NA,"1461274395570180097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firmannurzaman",1,TRUE,FALSE,NA,NA
"THE President instructed Suharyanto as new head @BNPB_Indonesia to promptly fulfill his duty in mitigating natural… https://t.co/b8E3T48vnl",FALSE,0,NA,2021-11-18 10:01:06,TRUE,NA,"1461273249145253889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"INDONESIA'S President Joko Widodo inaugurated Maj. Gen. Suharyanto as new head of the Nat'l Disaster Mitigation Age… https://t.co/rdFvJIcTy8",FALSE,4,NA,2021-11-18 09:58:20,TRUE,NA,"1461272552291012609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",1,FALSE,FALSE,NA,NA
"PRESIDENT Joko Widodo of Indonesia inaugurated Lieut Gen. Dudung Abdurachman as Chief of Staff of the Army at Istan… https://t.co/P0S1GQOceX",FALSE,2,NA,2021-11-18 09:48:37,TRUE,NA,"1461270107024343042",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",1,FALSE,FALSE,NA,NA
"President Joko Widodo inaugurated 12 extraordinary and plenipotentiary ambassadors to a number of countries.… https://t.co/QNDnB1allz",FALSE,1,NA,2021-11-18 05:16:22,TRUE,NA,"1461201593529876481",NA,"<a href=""http://www.jpnn.com"" rel=""nofollow"">JPNN News Update</a>","jpnncom",0,FALSE,FALSE,NA,NA
"GENERAL Andika (56) replaced  Marshall Hadi Tjahjanto as Commander of Indonesian Army, who is entering retirement a… https://t.co/wZ5KCAeTOT",FALSE,0,NA,2021-11-18 05:00:42,TRUE,NA,"1461197649890066433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
"INDONESIA'S President Joko Widodo inaugurated General Andika Perkasa as new Commander of the Indonesia Nat'l Army a… https://t.co/b5j1MIQvSb",FALSE,0,NA,2021-11-18 04:36:51,TRUE,NA,"1461191649518768130",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IwanKamah",0,FALSE,FALSE,NA,NA
